=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:17.892] [R2] started
[22:43:23.186] [R5] read: "A"
[22:43:23.189] [R2] read: "A"
[22:43:23.192] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:23.193] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:23.202] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.206] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.206] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.213] [W5] wrote: "Hello World!"
[22:43:23.215] [R4] read: "Hello World!"
[22:43:23.227] [R5] read: "Hello World!"
[22:43:23.229] [W3] wrote: "X"
[22:43:23.231] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.231] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.231] [W7] wrote: "Hello World!"
[22:43:23.233] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:23.242] [R2] read: "Operating systems manage hardware and software resources."
[22:43:23.250] [R4] read: "Operating systems manage hardware and software resources."
[22:43:23.257] [R3] read: "Operating systems manage hardware and software resources."
[22:43:23.263] [R5] read: "Operating systems manage hardware and software resources."
[22:43:23.264] [W1] wrote: "A"
[22:43:23.266] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:23.273] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:23.289] [R1] read: "Operating systems manage hardware and software resources."
[22:43:23.295] [R5] read: "Operating systems manage hardware and software resources."
[22:43:23.296] [W4] wrote: "A"
[22:43:23.303] [R2] read: "A"
[22:43:23.304] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.304] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.309] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.315] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.317] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.320] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.324] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:23.332] [W8] wrote: "X"
[22:43:23.337] [R2] read: "X"
[22:43:23.348] [R1] read: "X"
[22:43:23.350] [W1] wrote: "Hello World!"
[22:43:23.355] [R3] read: "Hello World!"
[22:43:23.357] [R5] read: "Hello World!"
[22:43:23.362] [R4] read: "Hello World!"
[22:43:23.364] [W4] wrote: "Hello World!"
[22:43:23.368] [W6] wrote: "X"
[22:43:23.376] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:23.376] [R1] read: "Operating systems manage hardware and software resources."
[22:43:23.382] [R2] read: "Operating systems manage hardware and software resources."
[22:43:23.385] [R5] read: "Operating systems manage hardware and software resources."
[22:43:23.386] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.389] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:23.390] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.393] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.405] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.413] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:23.415] [W5] wrote: "X"
[22:43:23.418] [R3] read: "X"
[22:43:23.419] [R5] read: "X"
[22:43:23.422] [W3] wrote: "Race!"
[22:43:23.424] [W2] wrote: "X"
[22:43:23.426] [R2] read: "X"
[22:43:23.428] [R1] read: "X"
[22:43:23.430] [R4] read: "X"
[22:43:23.431] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:23.443] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:23.443] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.446] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.456] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.461] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:23.469] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.475] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.485] [W7] wrote: "X"
[22:43:23.489] [W1] wrote: "X"
[22:43:23.490] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:23.493] [R1] read: "Operating systems manage hardware and software resources."
[22:43:23.493] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.494] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.494] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.498] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:23.500] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.502] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.504] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.505] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.526] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.528] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.528] [W8] wrote: "Race!"
[22:43:23.533] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.537] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.542] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.543] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.545] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.549] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.553] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.563] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:23.565] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:23.566] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:23.568] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:23.568] [W4] wrote: "X"
[22:43:23.575] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.578] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.586] [W5] wrote: "Race!"
[22:43:23.594] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.595] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.597] [W2] wrote: "Race!"
[22:43:23.598] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.603] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:23.606] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:23.607] [W7] wrote: "Race!"
[22:43:23.614] [R2] read: "Race!"
[22:43:23.617] [R1] read: "Race!"
[22:43:23.619] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:23.623] [W6] wrote: "Race!"
[22:43:23.636] [R2] read: "Race!"
[22:43:23.642] [R3] read: "Race!"
[22:43:23.643] [R4] read: "Race!"
[22:43:23.644] [R1] read: "Race!"
[22:43:23.647] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.659] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:23.664] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.664] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.664] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.669] [W1] wrote: "Race!"
[22:43:23.675] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.676] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.677] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.681] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.686] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.688] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.691] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:23.693] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:23.697] [W4] wrote: "Race!"
[22:43:23.699] [R3] read: "Race!"
[22:43:23.699] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.719] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.721] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.721] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:23.736] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:23.743] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:23.746] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.747] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:23.750] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.752] [W3] wrote: "AB"
[22:43:23.754] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.759] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.764] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:23.767] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:23.772] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.773] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:23.776] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.777] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:23.781] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:23.783] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.788] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:23.792] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.801] [W2] wrote: "AB"
[22:43:23.802] [R3] read: "AB"
[22:43:23.815] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.818] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:23.822] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:23.823] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:23.825] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:23.826] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.826] [W5] wrote: "AB"
[22:43:23.830] [R1] read: "AB"
[22:43:23.833] [R5] read: "AB"
[22:43:23.848] [R4] read: "AB"
[22:43:23.850] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.856] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.866] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.866] [W8] wrote: "AB"
[22:43:23.871] [W7] wrote: "AB"
[22:43:23.871] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.871] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.874] [W1] wrote: "AB"
[22:43:23.878] [R1] read: "AB"
[22:43:23.878] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:23.903] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:23.906] [W6] wrote: "AB"
[22:43:23.907] [R4] read: "AB"
[22:43:23.913] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:23.915] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.918] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:23.922] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.924] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.926] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.941] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.949] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.952] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.957] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.957] [W3] wrote: "Test"
[22:43:23.959] [R4] read: "Test"
[22:43:23.960] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.961] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.965] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.973] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.979] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.995] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.996] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:23.998] [W4] wrote: "AB"
[22:43:24.004] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.006] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.007] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.009] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.013] [W2] wrote: "Test"
[22:43:24.020] [R3] read: "Test"
[22:43:24.026] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.027] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.032] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.035] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.036] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.037] [W1] wrote: "Test"
[22:43:24.037] [R2] read: "Test"
[22:43:24.045] [R3] read: "Test"
[22:43:24.048] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.049] [W6] wrote: "Test"
[22:43:24.050] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:24.053] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.056] [W8] wrote: "Test"
[22:43:24.072] [R5] read: "Test"
[22:43:24.074] [R2] read: "Test"
[22:43:24.077] [W5] wrote: "Test"
[22:43:24.079] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.086] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.086] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.087] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.088] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.105] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.113] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.116] [W7] wrote: "Test"
[22:43:24.121] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.125] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.126] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.127] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.130] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.130] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.130] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.131] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:24.135] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.141] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.143] [W2] wrote: "!"
[22:43:24.152] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.162] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.168] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.176] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.177] [W4] wrote: "Test"
[22:43:24.177] [R5] read: "Test"
[22:43:24.179] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.188] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:24.195] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.196] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.196] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.202] [W8] wrote: "!"
[22:43:24.204] [W3] wrote: "!"
[22:43:24.206] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.212] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.215] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.218] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.223] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.229] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.240] [W1] wrote: "!"
[22:43:24.243] [R2] read: "!"
[22:43:24.250] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.250] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:24.251] [W6] wrote: "!"
[22:43:24.252] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.254] [R5] read: "Context switching between threads has performance overhead costs."
[22:43:24.255] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:24.265] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:24.272] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.277] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:24.278] [W5] wrote: "!"
[22:43:24.280] [R4] read: "!"
[22:43:24.284] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.285] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.290] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:24.291] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.298] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.303] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.305] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.311] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.326] [W2] wrote: "A"
[22:43:24.330] [R1] read: "A"
[22:43:24.338] [R3] read: "A"
[22:43:24.338] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.343] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.344] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.344] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:24.353] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.358] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:24.362] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:24.364] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:24.365] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:24.370] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.375] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.382] [W7] wrote: "!"
[22:43:24.383] [R2] read: "!"
[22:43:24.386] [R4] read: "!"
[22:43:24.390] [R1] read: "!"
[22:43:24.395] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.396] [W8] wrote: "A"
[22:43:24.396] [W4] wrote: "!"
[22:43:24.404] [W2] wrote: "Hello World!"
[22:43:24.412] [R3] read: "Hello World!"
[22:43:24.419] [R2] read: "Hello World!"
[22:43:24.424] [W3] wrote: "A"
[22:43:24.427] [R5] read: "A"
[22:43:24.428] [W1] wrote: "A"
[22:43:24.434] [R4] read: "A"
[22:43:24.434] [W6] wrote: "A"
[22:43:24.436] [R1] read: "A"
[22:43:24.439] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.442] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:24.447] [W8] wrote: "Hello World!"
[22:43:24.464] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.467] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.468] [W3] wrote: "Hello World!"
[22:43:24.472] [R3] read: "Hello World!"
[22:43:24.474] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.475] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.476] [W1] wrote: "Hello World!"
[22:43:24.481] [R4] read: "Hello World!"
[22:43:24.482] [W5] wrote: "A"
[22:43:24.489] [W6] wrote: "Hello World!"
[22:43:24.491] [R1] read: "Hello World!"
[22:43:24.493] [R2] read: "Hello World!"
[22:43:24.508] [R5] read: "Hello World!"
[22:43:24.514] [W7] wrote: "A"
[22:43:24.514] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.520] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:24.521] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.521] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.524] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.524] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.530] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.535] [W5] wrote: "Hello World!"
[22:43:24.541] [R4] read: "Hello World!"
[22:43:24.542] [R3] read: "Hello World!"
[22:43:24.544] [R5] read: "Hello World!"
[22:43:24.553] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:24.553] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.566] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.566] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.567] [W4] wrote: "A"
[22:43:24.568] [R5] read: "A"
[22:43:24.575] [R1] read: "A"
[22:43:24.576] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:24.580] [W7] wrote: "Hello World!"
[22:43:24.583] [R3] read: "Hello World!"
[22:43:24.595] [R5] read: "Hello World!"
[22:43:24.597] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:24.598] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.601] [W2] wrote: "X"
[22:43:24.604] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:24.617] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.617] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:24.619] [R4] read: "Operating systems manage hardware and software resources."
[22:43:24.623] [R5] read: "Operating systems manage hardware and software resources."
[22:43:24.625] [R2] read: "Operating systems manage hardware and software resources."
[22:43:24.627] [R3] read: "Operating systems manage hardware and software resources."
[22:43:24.630] [W6] wrote: "X"
[22:43:24.630] [W8] wrote: "X"
[22:43:24.632] [R1] read: "X"
[22:43:24.650] [R2] read: "X"
[22:43:24.657] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.660] [W1] wrote: "X"
[22:43:24.665] [W4] wrote: "Hello World!"
[22:43:24.674] [R4] read: "Hello World!"
[22:43:24.676] [R5] read: "Hello World!"
[22:43:24.681] [R1] read: "Hello World!"
[22:43:24.683] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:24.684] [R3] read: "Operating systems manage hardware and software resources."
[22:43:24.689] [R2] read: "Operating systems manage hardware and software resources."
[22:43:24.693] [W3] wrote: "X"
[22:43:24.694] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:24.695] [R4] read: "Operating systems manage hardware and software resources."
[22:43:24.700] [R5] read: "Operating systems manage hardware and software resources."
[22:43:24.714] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.714] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.717] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:24.720] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:24.723] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.725] [W5] wrote: "X"
[22:43:24.727] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.735] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.743] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.743] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.744] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.746] [W7] wrote: "X"
[22:43:24.755] [W2] wrote: "Race!"
[22:43:24.759] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:24.760] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:24.764] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.766] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.767] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:24.770] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.772] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:24.777] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:24.779] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.782] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.790] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.791] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:24.799] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:24.800] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:24.800] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:24.805] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.815] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.816] [W1] wrote: "Race!"
[22:43:24.820] [R2] read: "Race!"
[22:43:24.825] [W8] wrote: "Race!"
[22:43:24.825] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.832] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:24.835] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:24.852] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:24.858] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.859] [W5] wrote: "Race!"
[22:43:24.862] [W6] wrote: "Race!"
[22:43:24.864] [R5] read: "Race!"
[22:43:24.869] [R3] read: "Race!"
[22:43:24.873] [R2] read: "Race!"
[22:43:24.878] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:24.881] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:24.881] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:24.882] [W4] wrote: "X"
[22:43:24.890] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:24.893] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:24.904] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:24.918] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:24.919] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:24.924] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:24.925] [W7] wrote: "Race!"
[22:43:24.929] [R2] read: "Race!"
[22:43:24.931] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:24.931] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:24.933] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.933] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:24.934] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:24.945] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:24.947] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:24.954] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:24.954] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:24.955] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:24.958] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:24.972] [W3] wrote: "Race!"
[22:43:24.975] [W4] wrote: "Readers and writers must coordinate access to shared data."
