=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:01.751] [R1] started
[22:43:07.108] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.109] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.110] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.128] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:07.135] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.135] [W7] wrote: "A"
[22:43:07.144] [R2] read: "A"
[22:43:07.148] [R1] read: "A"
[22:43:07.149] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.150] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:07.152] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.152] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:07.165] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:07.169] [W7] wrote: "Hello World!"
[22:43:07.175] [R2] read: "Hello World!"
[22:43:07.179] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.186] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:07.187] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:07.188] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:07.189] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:07.194] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.194] [W4] wrote: "Race!"
[22:43:07.198] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:07.206] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.211] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.213] [W5] wrote: "Race!"
[22:43:07.223] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:07.230] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.234] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.239] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:07.241] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.245] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.251] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.254] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.257] [W2] wrote: "X"
[22:43:07.264] [R5] read: "X"
[22:43:07.270] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:07.271] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.275] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.276] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.280] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:07.285] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.289] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:07.295] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:07.297] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:07.305] [R3] read: "Operating systems manage hardware and software resources."
[22:43:07.314] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.316] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.323] [R1] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.326] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.335] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.336] [W1] wrote: "Race!"
[22:43:07.337] [R5] read: "Race!"
[22:43:07.338] [W6] wrote: "X"
[22:43:07.339] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.343] [W8] wrote: "A"
[22:43:07.350] [R2] read: "A"
[22:43:07.358] [W3] wrote: "X"
[22:43:07.364] [R5] read: "X"
[22:43:07.368] [W7] wrote: "X"
[22:43:07.372] [R4] read: "X"
[22:43:07.373] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.381] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.384] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.385] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.391] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.394] [W8] wrote: "Hello World!"
[22:43:07.400] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.409] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:07.417] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:07.422] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:07.424] [W4] wrote: "AB"
[22:43:07.425] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.427] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:07.428] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.431] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.434] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.435] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.450] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.453] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.454] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.455] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.467] [W5] wrote: "AB"
[22:43:07.476] [R4] read: "AB"
[22:43:07.477] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.491] [W6] wrote: "Race!"
[22:43:07.492] [W2] wrote: "Race!"
[22:43:07.493] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.493] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.497] [R3] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.498] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.508] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.510] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.512] [W8] wrote: "Operating systems manage hardware and software resources."
[22:43:07.514] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.518] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.523] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:07.525] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:07.527] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:07.531] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:07.532] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:07.550] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:07.550] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.551] [W7] wrote: "Race!"
[22:43:07.553] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.555] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.561] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.566] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.567] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.571] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.573] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.575] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.577] [W3] wrote: "Race!"
[22:43:07.580] [W8] wrote: "X"
[22:43:07.590] [W7] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.591] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.603] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.610] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.612] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.612] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.624] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.626] [W4] wrote: "Test"
[22:43:07.629] [W5] wrote: "Test"
[22:43:07.631] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.633] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:07.634] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.635] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.638] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.650] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:07.652] [W1] wrote: "AB"
[22:43:07.653] [R3] read: "AB"
[22:43:07.654] [W7] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.656] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:07.661] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:07.663] [W8] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.665] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:07.675] [W6] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.683] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.683] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.687] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.697] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.700] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.703] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.712] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.712] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.716] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.719] [W6] wrote: "AB"
[22:43:07.719] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.720] [W8] wrote: "Readers and writers must coordinate access to shared data."
[22:43:07.720] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.725] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.726] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.729] [R1] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.738] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.739] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.742] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:07.750] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.754] [W2] wrote: "AB"
[22:43:07.761] [R2] read: "AB"
[22:43:07.765] [W3] wrote: "AB"
[22:43:07.767] [R5] read: "AB"
[22:43:07.768] [R3] read: "AB"
[22:43:07.776] [R1] read: "AB"
[22:43:07.779] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.791] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.794] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.798] [W5] wrote: "!"
[22:43:07.798] [W8] wrote: "Race!"
[22:43:07.799] [R1] read: "Race!"
[22:43:07.799] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.806] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.809] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.824] [W7] wrote: "AB"
[22:43:07.824] [R3] read: "AB"
[22:43:07.827] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.827] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.829] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.829] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.830] [W4] wrote: "!"
[22:43:07.847] [R2] read: "!"
[22:43:07.849] [R1] read: "!"
[22:43:07.850] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.853] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.853] [W1] wrote: "Test"
[22:43:07.856] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:07.857] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.859] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.864] [W8] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:07.869] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.871] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.877] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:07.879] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:07.887] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:07.888] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:07.891] [W2] wrote: "Test"
[22:43:07.900] [R1] read: "Test"
[22:43:07.903] [R2] read: "Test"
[22:43:07.904] [R3] read: "Test"
[22:43:07.909] [W3] wrote: "Test"
[22:43:07.912] [R4] read: "Test"
[22:43:07.921] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.921] [W6] wrote: "Test"
[22:43:07.927] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.934] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.941] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.941] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.943] [R1] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:07.948] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.951] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:07.955] [W8] wrote: "Pthread library provides powerful threading primitives."
[22:43:07.963] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:07.967] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:07.972] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:07.973] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.976] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:07.978] [W5] wrote: "A"
[22:43:07.978] [W7] wrote: "Test"
[22:43:07.979] [R4] read: "Test"
[22:43:07.982] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.983] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:07.984] [W4] wrote: "A"
[22:43:07.986] [R2] read: "A"
[22:43:07.986] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:08.000] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.007] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.011] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.013] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.020] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.026] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.030] [W4] wrote: "Hello World!"
[22:43:08.034] [W1] wrote: "!"
[22:43:08.037] [R2] read: "!"
[22:43:08.044] [R5] read: "!"
[22:43:08.048] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.048] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.051] [W5] wrote: "Hello World!"
[22:43:08.060] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.060] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.067] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.076] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.076] [W8] wrote: "AB"
[22:43:08.078] [R3] read: "AB"
[22:43:08.083] [R5] read: "AB"
[22:43:08.087] [W3] wrote: "!"
[22:43:08.093] [R1] read: "!"
[22:43:08.093] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.093] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.098] [R4] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.100] [W6] wrote: "!"
[22:43:08.108] [R3] read: "!"
[22:43:08.123] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.133] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:08.134] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.136] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.139] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.143] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.145] [R1] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.148] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.149] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:08.152] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.158] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.170] [W2] wrote: "!"
[22:43:08.178] [R2] read: "!"
[22:43:08.179] [R5] read: "!"
[22:43:08.179] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.180] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:08.194] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:08.194] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.196] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:08.198] [W4] wrote: "X"
[22:43:08.199] [R3] read: "X"
[22:43:08.200] [R5] read: "X"
[22:43:08.204] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.214] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:08.221] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:08.229] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:08.230] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:08.231] [R3] read: "Operating systems manage hardware and software resources."
[22:43:08.233] [W7] wrote: "!"
[22:43:08.234] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.246] [W8] wrote: "Test"
[22:43:08.248] [R1] read: "Test"
[22:43:08.253] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.254] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.257] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.258] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.259] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.260] [W1] wrote: "A"
[22:43:08.262] [R3] read: "A"
[22:43:08.264] [W6] wrote: "A"
[22:43:08.279] [R4] read: "A"
[22:43:08.288] [R1] read: "A"
[22:43:08.289] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:08.293] [W2] wrote: "A"
[22:43:08.296] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.301] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.302] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.303] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:08.304] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:08.309] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:08.312] [W5] wrote: "X"
[22:43:08.314] [R5] read: "X"
[22:43:08.315] [W6] wrote: "Hello World!"
[22:43:08.328] [R3] read: "Hello World!"
[22:43:08.329] [W1] wrote: "Hello World!"
[22:43:08.335] [R4] read: "Hello World!"
[22:43:08.343] [R1] read: "Hello World!"
[22:43:08.349] [W2] wrote: "Hello World!"
[22:43:08.349] [W3] wrote: "A"
[22:43:08.350] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.350] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.352] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.359] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.359] [R5] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.362] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.365] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:08.375] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.381] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:08.382] [W3] wrote: "Hello World!"
[22:43:08.382] [R4] read: "Hello World!"
[22:43:08.383] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.385] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.395] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.397] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:08.397] [R1] read: "Operating systems manage hardware and software resources."
[22:43:08.399] [R5] read: "Operating systems manage hardware and software resources."
[22:43:08.417] [W7] wrote: "A"
[22:43:08.418] [R1] read: "A"
[22:43:08.424] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:08.426] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.427] [R4] read: "Readers and writers must coordinate access to shared data."
[22:43:08.431] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:08.436] [W8] wrote: "!"
[22:43:08.444] [R2] read: "!"
[22:43:08.446] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:08.447] [W4] wrote: "Race!"
[22:43:08.453] [R5] read: "Race!"
[22:43:08.459] [R1] read: "Race!"
[22:43:08.464] [W3] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.464] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.469] [R2] read: "The quick brown fox jumps over the lazy dog."
[22:43:08.473] [W7] wrote: "Hello World!"
[22:43:08.483] [R4] read: "Hello World!"
[22:43:08.490] [W1] wrote: "X"
[22:43:08.491] [R1] read: "X"
[22:43:08.494] [W6] wrote: "X"
[22:43:08.496] [R2] read: "X"
[22:43:08.499] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:08.506] [W5] wrote: "Race!"
[22:43:08.508] [W2] wrote: "X"
[22:43:08.508] [R5] read: "X"
[22:43:08.517] [W3] wrote: "Operating systems manage hardware and software resources."
[22:43:08.519] [R3] read: "Operating systems manage hardware and software resources."
[22:43:08.523] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.533] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:08.534] [W4] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.535] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.540] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.542] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.544] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.548] [W1] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.557] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.558] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.560] [W5] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.561] [W2] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.564] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.582] [W3] wrote: "X"
[22:43:08.592] [R3] read: "X"
[22:43:08.592] [R4] read: "X"
[22:43:08.592] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.594] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:08.599] [W2] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.602] [W7] wrote: "Operating systems manage hardware and software resources."
[22:43:08.604] [R2] read: "Operating systems manage hardware and software resources."
[22:43:08.605] [W1] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.606] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:08.610] [W5] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.618] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.625] [W8] wrote: "A"
[22:43:08.628] [W4] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.636] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:08.638] [W2] wrote: "Race!"
[22:43:08.640] [R3] read: "Race!"
[22:43:08.642] [W7] wrote: "X"
[22:43:08.643] [R2] read: "X"
[22:43:08.643] [R5] read: "X"
[22:43:08.647] [R4] read: "X"
[22:43:08.667] [R4] read: "X"
[22:43:08.683] [R1] read: "X"
[22:43:08.683] [W6] wrote: "Race!"
[22:43:08.686] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.691] [R2] read: "Readers and writers must coordinate access to shared data."
[22:43:08.693] [R3] read: "Readers and writers must coordinate access to shared data."
[22:43:08.700] [R5] read: "Readers and writers must coordinate access to shared data."
[22:43:08.704] [W1] wrote: "Race!"
[22:43:08.705] [W5] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:08.707] [W4] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:08.708] [W7] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:08.714] [W8] wrote: "Hello World!"
[22:43:08.715] [W2] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.715] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.722] [W6] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.724] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.727] [W3] wrote: "Race!"
[22:43:08.730] [R3] read: "Race!"
[22:43:08.731] [R2] read: "Race!"
[22:43:08.731] [R1] read: "Race!"
[22:43:08.739] [W4] wrote: "AB"
[22:43:08.750] [R3] read: "AB"
[22:43:08.752] [W1] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.758] [R4] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.767] [R2] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.771] [R5] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.773] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:08.774] [R3] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.782] [R1] read: "Mutual exclusion ensures only one writer at a time."
[22:43:08.785] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:08.794] [W7] wrote: "Readers and writers must coordinate access to shared data."
[22:43:08.798] [W5] wrote: "AB"
[22:43:08.799] [W1] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.801] [R4] read: "Pthread library provides powerful threading primitives."
[22:43:08.806] [W6] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.808] [W4] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.815] [W2] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.815] [R1] read: "Pthread library provides powerful threading primitives."
[22:43:08.815] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:08.821] [R2] read: "Pthread library provides powerful threading primitives."
[22:43:08.822] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:08.824] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:08.832] [W7] wrote: "Race!"
[22:43:08.839] [R4] read: "Race!"
[22:43:08.846] [R2] read: "Race!"
[22:43:08.850] [W5] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.855] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:08.856] [W1] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:08.863] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
